permutation,null_spearman_r
1,-0.05977706184865335
2,-0.08937097948276719
3,-0.054256212477458175
4,-0.1180475602773009
5,-0.09199407529884918
6,0.02977484165575147
7,0.005164757233185152
8,-0.006565143973240715
9,0.025192865605845285
10,-0.09078016400403557
11,-0.037036551561952485
12,-0.06466418199430977
13,0.006542284275494663
14,-0.008797446606475155
15,-0.05910217604154388
16,-0.013454991304574598
17,-0.027725250991239413
18,-0.018812924559741796
19,-0.1153571849249828
20,0.011951026998572908
21,-0.053629641799982745
22,0.030920630138719058
23,-0.018724914638922945
24,-0.13181418670291167
25,0.006784461539130032
26,-0.02616530771814687
27,0.008090467318187649
28,-0.0572524281771323
29,0.05876955873619376
30,-0.03759443161073835
31,0.0165112080073147
32,0.05230605904774137
33,-0.006719409332059988
34,-0.11853088563654272
35,-0.00693026541302179
36,-0.01427818208357717
37,-0.018111114770634092
38,0.03748363465920998
39,0.06332619088966338
40,-0.009364971091945928
41,-0.007026606694074843
42,0.053356744969138996
43,-0.10845086752532387
44,-0.03570021827969751
45,0.06806168872871277
46,0.05579572110390733
47,0.15490111089231598
48,-0.06747193319985843
49,0.08593430521567696
50,0.14956939353802368
51,-0.032643557125082844
52,0.07554666218987953
53,-0.020181584533664115
54,-0.047059828547162494
55,0.0077341402797572395
56,-0.00593242701642009
57,0.003158827628107329
58,-0.0300587737365606
59,0.011171595295007336
60,-0.0360938978648331
61,0.13989922258260182
62,-0.005153252182378977
63,-0.07328686606787221
64,-0.01682287016724817
65,0.048460399489706
66,-0.08316726613982449
67,0.02798779868413706
68,0.02513469141827893
69,-0.09816831624372202
70,0.05128202333950669
71,-0.07051097682294338
72,-0.04776438447427843
73,-0.010817144080077931
74,0.07331699077933974
75,0.15971602197277018
76,0.0030371255513068837
77,0.10021650426543605
78,-0.10630718487802888
79,-0.08424988330901628
80,-0.012304092470015083
81,0.08400607864174896
82,-0.03838194963453124
83,-0.06060701742177712
84,0.0168533497642429
85,0.06210573787163139
86,-0.018518280005803946
87,-0.06472164303095952
88,0.13201649680239186
89,-0.0935723441845948
90,0.09495104234914413
91,0.10060890795260471
92,0.03119684937406999
93,-0.05338699473550659
94,0.042075145300280746
95,0.010111226068509916
96,-0.0675284546348266
97,0.07386029517254347
98,0.15671406557721054
99,0.05331913893277153
100,0.15319118961555916
101,-0.0899276546106916
102,0.06956325333257801
103,-0.12187341891284863
104,-0.004164703336934965
105,0.013247871661235072
106,0.006929839550389129
107,-0.10071732548116964
108,0.00856194626054472
109,-0.033432663684092805
110,-0.06741538134613079
111,0.04600081971518608
112,0.013924489647703578
113,0.044922425683768176
114,0.03723252272994414
115,0.09320048160972767
116,0.10522252120229679
117,0.1733761235926278
118,0.002548862213443508
119,-0.01688014193161674
120,0.01418319443732079
121,0.018999687293267696
122,0.06917390842066773
123,0.031057100523244993
124,-0.002897454437311659
125,-0.06578189396228121
126,-0.015425645288247004
127,0.17226706745165832
128,-0.05741448242830845
129,-0.010751742057273916
130,-0.02931912808045827
131,0.04692815249711616
132,-0.00829991061676491
133,0.03151395142215638
134,-0.036096307706556016
135,0.027159259273260003
136,-0.039089439282005506
137,-0.026333827645642714
138,0.03576847966589225
139,-0.06286942955709934
140,0.015536912040616175
141,-0.027127088055252196
142,-0.11807958616123566
143,-0.04932122672383552
144,-0.019337550144696306
145,-0.11196636355794018
146,0.013822285995727112
147,-0.03369436810138054
148,0.0232885701459693
149,-0.08163443443108029
150,0.05070509607749574
151,0.09734813354204537
152,0.061859643347747975
153,-0.06661154027801698
154,-0.021342688862027757
155,0.003177927229195957
156,-0.05993291405275861
157,-0.0024885502630584396
158,0.0694636825932273
159,-0.002444944971349904
160,-0.007388108301478301
161,0.003767452927423134
162,-0.015107691514895294
163,-0.0005035318651891365
164,0.04284654476141362
165,0.03610555838929881
166,0.02109218192808927
167,-0.006968638678100491
168,-0.050056324775396226
169,-0.0061772202933703755
170,0.028026969596686463
171,2.4223472129215604e-05
172,0.17035889359994916
173,-0.07590386461261041
174,0.041821588040739266
175,-0.07403145984218262
176,0.10965911924094389
177,0.09704040554167076
178,0.08498633330544257
179,-0.022752968458637276
180,0.016222552569131417
181,0.040073629795189074
182,0.025028029728108178
183,0.06483130434880081
184,-0.06814412863668538
185,0.07973899590000501
186,-0.04127157631107113
187,0.030653560190246006
188,0.047158488413660035
189,-0.05097792024130295
190,-0.01344633209771049
191,-0.03064844138899866
192,-0.043241125079815916
193,0.037496672477507514
194,-0.009727228098543034
195,-0.04775597537721446
196,-0.014001337573725901
197,-0.07234797415734134
198,-0.011154619937288765
199,0.07030854166856311
200,0.14453707113394068
201,-0.062316867721428484
202,-0.07459601511874234
203,0.03924019803382965
204,-0.06135347688000203
205,-0.018671215388861694
206,-0.0673734135976407
207,-0.03381806260692665
208,0.1097913597279716
209,-0.08180196743882424
210,-0.018980476156727658
211,0.015068794371181178
212,-0.08068145356511887
213,-0.0558689137089993
214,-0.022985893349598767
215,-0.002408072365072008
216,-0.062195476591947116
217,0.020128197920853037
218,-0.05439722877659467
219,0.006875379831340984
220,0.04299749109558787
221,-0.07815224694008996
222,-0.0007904094958741687
223,0.16434442211942965
224,0.10669480775016663
225,0.03227094084095315
226,-0.13694385082724825
227,0.14891287052205107
228,0.002212025150181665
229,-0.030997420607084592
230,-0.11628130007813278
231,-0.07367908217269081
232,-0.0031556336583623717
233,0.050897300389105636
234,-0.06778613701613921
235,-0.14391617186517638
236,-0.028246135068778395
237,-0.04499133769342949
238,-0.0793939913998239
239,0.05222145771791489
240,0.04734853975307149
241,-0.09161433088541565
242,-0.0073608429534015056
243,-0.0030357888158210307
244,-0.09655401464744626
245,0.13047193021221432
246,-0.11535883091785666
247,-0.053810150098574205
248,-0.04555970883437234
249,0.01542228401532493
250,-0.04002875198537579
251,-0.04707143499383359
252,0.0379997767901329
253,-0.08385577786124802
254,0.07666164491915355
255,-0.019981332770241785
256,-0.05185548286293741
257,-0.12036011942755004
258,0.01545486757651674
259,-0.013125544309934291
260,0.02852634761127607
261,0.08617669879049082
262,-0.06163341903352658
263,-0.04208205204861283
264,0.0936181582162275
265,0.03518413698629354
266,-0.009689924559839231
267,-0.05161831286509797
268,-0.11648649151010776
269,-0.00214529822140937
270,-0.11279768459537817
271,-0.09276668475063678
272,-0.06310922232797801
273,-0.008229869733140837
274,-0.12832566704015713
275,-0.06235013908457066
276,0.054992780769060216
277,-0.025846917942576007
278,-0.015541032092594062
279,-0.0016915534158266816
280,0.031785680510622465
281,0.007024119115522157
282,0.014119176468072923
283,-0.01487317639878566
284,-0.03064602985734467
285,-0.06010141201115038
286,-0.04428779234510058
287,0.04476456077174427
288,0.08988872873814908
289,0.03372679449898173
290,0.0604610124460866
291,0.03511206987530215
292,-0.020825485454385336
293,0.001969454132604194
294,-0.04164671059251298
295,-0.02595049212865997
296,-0.002777231050207953
297,0.06461253770044423
298,0.0612743492369501
299,-0.0006338035825063433
300,0.003594696342704749
301,0.06453419080555219
302,-0.06752677653326218
303,-0.08919567617190825
304,-0.02259757422585524
305,0.02956129858436931
306,0.07418008083118804
307,-0.05844106317275261
308,-0.058728954762086824
309,-0.017037477895211983
310,0.08964926212396922
311,-0.04648528408797715
312,-0.113678449636413
313,-0.03567162971558352
314,-0.14561518970659224
315,-0.04232729146736876
316,-0.029201086394381407
317,-0.0014724876496685804
318,-0.002075885992147796
319,0.06944731392076715
320,-0.0034355200441612195
321,-0.02840491254358658
322,-0.08015914487567777
323,0.09226187698748074
324,-0.07109015507315554
325,0.12447644172753876
326,0.018074591980090166
327,-0.07607995712128462
328,-0.021723215713552235
329,-0.05242707163266036
330,0.038260827204091914
331,0.0709516010036055
332,0.12329896027705958
333,0.07397805295019855
334,0.03650217676458598
335,0.04230000077032574
336,-0.1190871129327304
337,-0.030101517163417323
338,-0.004102468244978594
339,0.02177745405162864
340,-0.05719444833164037
341,-0.0065598325198500266
342,0.0854405817104877
343,0.06393694888200464
344,-0.057874527296964795
345,0.017937166784502908
346,0.11021330172052238
347,-0.011099807022644487
348,0.1096171430427984
349,-0.04007288791544408
350,-0.01916490340549825
351,-0.09162567708270014
352,-0.018999418594225662
353,0.07769630522410069
354,-0.06630712454256307
355,0.08565762800900281
356,0.1701548648405586
357,-0.10163944820557395
358,0.03338600130705695
359,0.05955054517635476
360,-0.0310172350490209
361,-0.07612063714229025
362,0.014922995567082665
363,0.009212562967385762
364,0.21099550365592953
365,0.13195222027368844
366,-0.035625178579932915
367,0.06991247928060192
368,-0.1364314907620868
369,0.04705722436336516
370,0.03810938403017956
371,-0.052934835085278804
372,0.034508919952691994
373,0.08920044684735269
374,-0.08828716246250719
375,0.09611940831136707
376,0.05108382146248682
377,0.0407778950541589
378,-0.005495282403855769
379,0.013733975267175666
380,0.09145037377184119
381,-0.008734305711458838
382,0.044587723003462885
383,-0.059037098485507596
384,-0.08792446607382877
385,-0.11299985950037182
386,0.08554010006197488
387,0.08688664221789615
388,0.06307840305483581
389,-0.03281335464047667
390,0.052281044687865784
391,-0.0371480295557069
392,-0.011070875402520853
393,-0.03424711920933258
394,-0.021381014809036165
395,0.04070548995695113
396,-0.06891207387868667
397,-0.02148925320490641
398,-0.1365261404221268
399,0.06226565098012667
400,0.020644892659239775
401,-0.04497233610834361
402,-0.00293928699131519
403,-0.06509021699994111
404,-0.11227396143362146
405,-0.07040745671465404
406,-0.07517390395153895
407,0.006467781973814142
408,-0.04572686667741609
409,-0.023441130364326847
410,0.057449014480037794
411,-0.007378029552505323
412,0.02163223320396017
413,0.058166952971391996
414,-0.0281599401339416
415,-0.043873400964624144
416,-0.08104208992780836
417,-0.002854232759958735
418,0.011892350901475208
419,0.02201061384301052
420,0.028914507881497888
421,-0.02347003832541533
422,0.0035642437846073256
423,-0.054776033588346595
424,0.04986775550554368
425,0.017523520663633628
426,-0.024897266240846115
427,0.04293086725261158
428,0.04820354517462357
429,-0.06377793143698282
430,-0.0036578761061359516
431,-0.10811942134221357
432,0.04138163983250992
433,0.0369220114130775
434,-0.04990547138743149
435,0.007130191019745296
436,-0.08661712862907854
437,0.11156716127802864
438,-0.05093748019051098
439,-0.02679955575252778
440,0.10048405753419853
441,0.034404331807958835
442,-0.07187541534902289
443,-0.07920468700995069
444,0.0852763626575955
445,0.023128979814310686
446,0.03579342304866239
447,-0.0891283155189802
448,0.05525284426326734
449,0.05776457700090849
450,-0.08880772038334735
451,-0.02938567587653587
452,0.07971896852675235
453,-0.055961883577543794
454,-0.052163974712161075
455,0.05920485625408547
456,-0.010663208257819648
457,-0.0617065051729604
458,-0.013220210869285091
459,0.2542560933619478
460,0.1213139114604308
461,-0.06013640203420294
462,0.12453563494354755
463,-0.11474094310628048
464,0.071898626552434
465,0.19734557204132328
466,0.13575924124746525
467,-0.02626770571219777
468,0.1536200975040299
469,-0.020732360112181308
470,-0.05238384657544528
471,0.027693558023727808
472,0.027990990963950937
473,-0.05591553721762027
474,0.04103474598937918
475,-0.006224044903790098
476,0.10810267412519106
477,-0.0772982149188411
478,-0.11244941007855344
479,-0.00455967064955503
480,0.023064422757047662
481,-0.09997090320142854
482,-0.05315048719065129
483,0.1448773624163341
484,0.03553739510987906
485,0.038718636293926786
486,-0.006809568845215127
487,0.018235338224608866
488,0.021846683768333357
489,0.013088043049293894
490,0.03821288047943376
491,0.03673870796847643
492,-0.024554034478370027
493,-0.012868745762577561
494,-0.0356288203814146
495,-0.04952948369079323
496,-0.02901556576020077
497,-0.05957843241906973
498,0.02885475698823204
499,-0.04862575417628528
500,0.05628867400052321
501,-0.015001007855620476
502,-0.08375535539663197
503,-0.006539867674047421
504,-0.04738953579118944
505,-0.08501108403606937
506,0.06100629574858733
507,0.10610861459603312
508,0.12396318768883495
509,0.12297409468558254
510,0.015572824766039502
511,-0.03225251721229732
512,0.10484974775457649
513,0.037777643799061
514,0.014253931572550642
515,-0.08085465798157399
516,-0.06015849281330668
517,-0.023581352395854797
518,0.03537145739707649
519,0.04298711829860663
520,0.16541207325895935
521,0.059573795248180746
522,-0.06872184847637379
523,-0.10032628894824629
524,-0.02862500409791145
525,-0.021003597430702542
526,-0.11992462249779065
527,-0.05712555322128989
528,-0.02126009855018884
529,0.0722058458835529
530,0.06412344967621283
531,0.01641758075557932
532,0.030682897393829314
533,0.08666236808414335
534,0.02908000114242589
535,-0.05293924242554063
536,-0.0807961390480669
537,0.014008217283160675
538,-0.0958382206786351
539,-0.026251359008841697
540,-0.09420872998179443
541,0.08043377219594947
542,-0.0030761883082670353
543,0.06879873020101776
544,0.019679174782713423
545,-0.07560358920830738
546,-0.0983292027525205
547,-0.04448826379956356
548,-0.06272868533686704
549,0.034091772294620834
550,0.04701628409297291
551,-0.0006229221162694227
552,0.033571150156399554
553,0.002441926754437473
554,-0.09527287958412226
555,0.029743175727137184
556,-0.12440027822360465
557,-0.054974945236420915
558,-0.03533935546624304
559,0.0683339754944359
560,0.05023331125761282
561,-0.12909043183186214
562,-0.06766795675571362
563,0.07300583728866196
564,0.03947484158470151
565,0.007527970377685789
566,-0.1132633603143997
567,-0.09838509722305727
568,-0.010089856889978177
569,-0.019931934394784197
570,-0.07893744975830053
571,-0.0503788700914977
572,0.06423436492291695
573,0.024208424982861583
574,-0.024085697117894374
575,0.10294857190747786
576,-0.0675099346800991
577,0.0038707516547407308
578,-0.12611374666570258
579,0.07647672421050702
580,-0.012555775595986635
581,0.11331051446138043
582,0.0981591517474644
583,-0.041029150627566714
584,-0.010110969198985454
585,0.028317754348033047
586,-0.003828162011612469
587,0.09586713370951683
588,-0.04317401453668801
589,0.10388502186759527
590,0.0704153689719799
591,0.005276402530116686
592,0.06695720723118222
593,-0.1308782504818432
594,0.026068819413089684
595,-0.0630025014902194
596,0.0251445268171761
597,-0.06611863638940245
598,0.11704919969199487
599,-0.033619350370720016
600,-0.1213901712904366
601,0.11517328155484763
602,-0.007788187655621379
603,0.13952149932674235
604,0.11237268044770687
605,0.016395510255648556
